Decade,Year,Date,Location,Operator,Op_Code,Route,Type,Make_Type,Aboard,Fatalities,Summary
2001-2010,2008,2008-02-21,"Merida, Venezuela",Santa Barbara Airlines,Passenger,Merida - Caracas,ATR-42-300,ATR-42-30,46.0,46.0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida."
2001-2010,2008,2008-02-26,"Off Macae , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,Passenger,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,Eurocopter,20.0,5.0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea."
2001-2010,2008,2008-03-03,"Near Bethani, Nepal",United Nations Mission,Passenger,,Mi-17,Mi-1,10.0,10.0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames."
2001-2010,2008,2008-03-15,"Nbagu, Nigeria",Trade Wings Aviation Ltd.,Passenger,Lagos - Bebi Air Strip,Beechcraft 1900D,Beechcraft,3.0,3.0,The plane crashed while en route. Wreckage was found the next day near Nbagu Village.
2001-2010,2008,2008-03-04,"Lawa, Suriname",Blue Wing Airlines,Passenger,Paramaribo - Lawa,Antonov An-28,Antonov,19.0,19.0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.
2001-2010,2008,2008-09-04,"Bundeena, Australia",Avtex Air Services,Passenger,Sydney - Brisbane,Swearingen SA227AC Metroliner III,Swearingen,1.0,1.0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.
2001-2010,2008,2008-11-04,"Chrisinau, Moldova",Kata Transportation,Passenger,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,Antonov,8.0,8.0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed"
2001-2010,2008,2008-04-15,"Goma, Congo",Hewa Bora Airways,Passenger,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,McDonnell,85.0,0.0,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market."
2001-2010,2008,2008-04-16,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,Military,Bata - Annobon Island,Antonov An-32B,Antonov,13.0,13.0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.
2001-2010,2008,2008-04-28,"Off Crimea, Black Sea",Naftogaz,Passenger,,Mil Mi-8T,Mil,20.0,20.0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.
2001-2010,2008,2008-02-05,"Near Rumbek, Sudan",Southern Sudan Air Connection,Passenger,Wau - Rumbek - Juba,Beechcraft 1900C,Beechcraft,24.0,24.0,"The pilot radioed a control tower in the city of Rumbek just before the crash, requesting permission to land because one of the engines had technical problems. A few minutes later, the tower lost contact with the plane. The Minister of Defense, and an adviser to the Southern Sudan president, were among the dead."
2001-2010,2008,2008-05-17,"Stehekin, Washington",Chelan Air Service,Passenger,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,de,5.0,2.0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.
2001-2010,2008,2008-05-23,"Billings, Montana",Alpine Aviation ,Passenger,Billings - Great Falls,Beechcraft 1900C,Beechcraft,1.0,1.0,"After taking off and  being told to turn left, the cargo plane, carrying mail, started a slow right turn until it crashed into a warehouse and burst into flames. The plane appeared to be inverted before it crashed. The pilot's failure to maintain aircraft control during the initial climb for undetermined reasons."
2001-2010,2008,2008-05-24,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,Passenger,Long Beach - Two Harbors,Eurocopter AS350D Astar,Eurocopter,6.0,4.0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed.
2001-2010,2008,2008-05-26,"Near Chelyabinsk, Russia",Moskovia Airlines,Passenger,Chelyabinsk - Perm,Antonov An-12,Antonov,9.0,9.0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line."
2001-2010,2008,2008-05-29,"Panama City, Panama",Military - Servicio Aereo Nacional,Military,Tocumen - Colon,Bell UN-1N Huey,Bell,12.0,11.0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building."
2001-2010,2008,2008-05-30,"Tegucigalpa, Honduras",TACA International Airlines,Passenger,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,Airbus,136.0,3.0,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma."
2001-2010,2008,2008-07-06,"Yeco, Chile",Patagonia Airlines,Passenger,Puerto Montt - La Junta,Cessna 208 Grand Caravan,Cessna,10.0,10.0,The air taxi crashed about 18 km from its destination into a heavily wooded area.
2001-2010,2008,2008-08-06,"Huntsville, Texas",PHI Air Medical,Passenger,Huntsville-Houston,Bell 407,Bell,4.0,4.0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog."
2001-2010,2008,2008-10-06,"Khartoum, Sudan",Sudan Airways,Passenger,"Aman, Jordan - Damascus, Syria - Khartoum, Sudan",Airbus A-310-324,Airbus,214.0,32.0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum."
2001-2010,2008,2008-06-18,"Hyannis, Massachusetts",Wiggins Airways,Passenger,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,de,1.0,1.0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first."
2001-2010,2008,2008-06-20,"Bannang Sata, Thailand",Military - Thai Army,Military,,Bell UH-1N,Bell,10.0,10.0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.
2001-2010,2008,2008-06-26,"Near Salak Mountain, Indonesia",Military - Indonesian Air Force,Military,Jakarta - aerial survelliance,CASA NC-212,CASA,18.0,18.0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.
2001-2010,2008,2008-06-27,"Near Malakal, Sudan",Juba Air Cargo,Cargo,Khartoum - Juba,Antonov 12BK,Antonov,8.0,7.0,The cargo plane crashed mid-flight after entering an area of thunderstorms.
2001-2010,2008,2008-06-29,"Flagstaff, Arizona",Air Methods / ClassiHelicopters,Passenger,Medical flight,Bell 407 / Bell 407,Bell,7.0,6.0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.
2001-2010,2008,2008-06-30,"Near Khartoum, Sudan",Ababeel Aviaition,Passenger,Khartoum - Juba,Ilysushin Il-76TD,Ilysushin,4.0,4.0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed."
2001-2010,2008,2008-06-07,"Saltillo, Mexico",USA Jet Airlines,Passenger,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,Douglas,2.0,1.0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured."
2001-2010,2008,2008-07-07,"Near Bogota, Colombia",Centurian Air Cargo,Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,Boeing,8.0,0.0,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside."
2001-2010,2008,2008-10-07,"Puerto Montt, Chile",Aerocord,Passenger,Puerto Montt - Melinka Island,Beechcraft 99A,Beechcraft,9.0,9.0,The plane made a sharp turn to the left and crashed shortly after taking off near La Paloma air strip. The plane was in flames as it plunged to the ground. The pilot and 8 passengers including a small boy were killed.
2001-2010,2008,2008-07-31,"Owatonna, Minnesota",East Coast Jets,Passenger,"AtlantiCity, NJ- Owatonna,MN",British Aerospace BAe-125-800A,British,8.0,8.0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later."
2001-2010,2008,2008-03-08,"North Vancouver Island, British Colombia, Canada",PacifiCoast Airlines,Passenger,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,Grumman,7.0,5.0,The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight.
2001-2010,2008,2008-05-08,"Near Junction City, California",Junction City Fire Department,Passenger,Ferrying fire fighters,Sikorsky S-61N,Sikorsky,13.0,9.0,"The helicopter was ferrying fire fighters in Northern California's Shasta-Trinity National Forest when it crashed. The four survivors were seriously burned, with two listed in critical condition. The helicopter lost main rotor power during liftoff."
2001-2010,2008,2008-06-08,"Sunat Tanon, Thailand",Military - Royal Thai Air Force,Military,Betong - ,Bell Huey UH-1H,Bell,10.0,10.0,The helicopter crashed while ferrying a forensiteam to the site of a gun battle between Muslim rebels and security forces. The aircraft suffered engine failure and crashed into the side of a hill.
2001-2010,2008,2008-08-13,"K-50 Airport, Somalia",Fly 540,Passenger,Kenya - Somalia,Fokker F-27 Friendship 500,Fokker,3.0,3.0,While on approach in poor weather the cargo plane struck a telephone line and crashed.
